Bank,review_text,review_score
Sacombank Pay,"Ứng dụng quá tệ, khó dùng, lỗi UI, lỗi lọc lịch sử giao dịch, nghĩ gì mà 11/0/2022, quá tệ",1
Sacombank Pay,Tăng giới hạn diễn giải trên app đi các anh,4
Sacombank Pay,App thường xuyên crash.,1
Sacombank Pay,Đã lỗi còn không chịu khắc phục,1
Sacombank Pay,App liên tục báo lỗi ko thanh toán online được. Cực chán,1
Sacombank Pay,Liên tục báo lỗi mạng không vào được,1
Sacombank Pay,Lagggggg vãi,1
Sacombank Pay,Tệ quá. Lỗi gì 3 4 ngày mà chưa fix xong??? Không login được vào app luôn,1
Sacombank Pay,lâu lâu lag,5
Sacombank Pay,Tốn tiền vãi l,1
Sacombank Pay,Good app,5
Sacombank Pay,Bad,1
Sacombank Pay,"Khá tốt, nhưng chức năng ủy thác thanh toán chưa hoàn thiện lắm, không thể thay đổi ngày hết hạn sau khi tạo.",4
Sacombank Pay,Không vào được 2 ngày rồi. Ghi không có dữ liệu trả về. Điền sdt đăng kí để đăng nhập lại cũng không có dữ liệu là sao?!? 2 đt đều k vào đc app.,1
Sacombank Pay,Như qq,1
Sacombank Pay,"Ứng dụng tệ quá, mở wifi hay 4g đăng nhập vào cứ báo Không có dữ liệu trả về, may lắm với vào được, lỗi xảy ra thường xuyên",1
Sacombank Pay,tot,5
Sacombank Pay,"Ứng dụng bị treo camera, không quét mã QR được. Tôi đang sử dụng vsmart aris chạy android 11. Một vài ví dụ như: sổ sức khoẻ điện tử, my tv, v.v",3
Sacombank Pay,"Tính năng đăng nhập vân tay chưa thực hiện được trên thiết bị dùng vân tay chìm trong màn hình. Update 10/12/2021: update bản mới xong lỗi tùm lùm, tệ hơn cả bản cũ : )",1
Sacombank Pay,"App gì mà toàn không có dữ liệu trả về với dữ liệu không sẵn sàng, chán chả muốn nói, cứ mỗi lúc cần bank tiền thì nó lỗi, tụi IT làm k dc thì nghỉ đi chứ đi làm chi cho mệt",1
Sacombank Pay,"Ngân hàng lớn thì chăm chút cái app 1 tí đi, thời đại 4.0 rồi, nhìn lại mấy cái app của các ngân hàng khác dùm đi rồi học hỏi, thuê người viết cái app có tốn bao nhiêu đâu mà đầu tư 1 chút dùm.",1
Sacombank Pay,"Dùng mà hồi hộp... Treo bất đắc kỳ tử Dịch vụ khách hàng tệ, tự động khóa rồi tự mở khóa giao dịch làm khách hàng bị charge tiền 2 lần nhưng khi KH khiếu nại thì đổ vấy lỗi cho người ta",1
Sacombank Pay,"Điện thoại sử dụng darkmode, khi chuyển tiền lúc nhập ngân hàng thì những ô bên dưới chuyển sang màu trắng không thể đọc nội dung dễ dàng để điền, lúc điền nội dung thì thao tác như copy, paste,... Nội dung và bàn phím nhảy liên tục gây ra sự khó chịu cho người dùng và nội dung chuyển khoản cho phép quá ít ảnh hưởng đến trải nghiệm khi sử dụng. Mong app sẽ được cải thiện nâng cấp để thuận tiện cho người dùng.",3
Sacombank Pay,Version mới nhất thường xuyên bị crash treo màn hình xanh khi mở ứng dụng. Load dữ liệu chậm hơn các version cũ. Ss note9. Dùng mạng Vnpt bị crash mặc dù mạng ổn định. Ngắt mạng chạy 4G thì vào app được.,3
Sacombank Pay,"Khá OK, cho tới khi tôi gặp phải lỗi crash ứng dụng. Tôi chỉ có thể truy cập vào app vào lần đầu tiên khi tải về, và từ lần thứ 2 thì bị văng ra ngay sau khi app vừa được mở. Tôi đã phải gỡ app và cài lại mỗi khi muốn sử dụng để có thể vào được app",2
Sacombank Pay,App tự out liên tục khi đăng nhập. Phải đăng nhập lại nhập mã otp liên tục.,1
Sacombank Pay,Không gửi mã OTP thì làm sao giao dịch,1
Sacombank Pay,App vào dc lần đầu xong toàn văng ra,2
Sacombank Pay,Quá chán. Hay bị lỗi,1
Sacombank Pay,app quá tệ,1
Sacombank Pay,good,2
Sacombank Pay,Convenience,5
Sacombank Pay,Gôd,5
Sacombank Pay,ok,5
Sacombank Pay,"Mình dùng 4G, tốc độ cao, mở game, lướt web hay youtube không có vấn đề gì nhưng khi mở ứng dụng phải chờ đợi nhanh nhất 1 phút, chậm nhất 5 phút. Hi vọng ứng dụng sớm khắc phục vấn đề này",3
Sacombank Pay,App bị lỗi này nọ suốt,1
Sacombank Pay,"App có vẻ k ổn định, hay lỗi kết nối, hay hỏi định vị nhưng mình thấy k cần thiết.",2
Sacombank Pay,App sử dụng tiện lợi và miễn phí Khá ngạc nhiên vì bình thường sacombank rất hay thu phí,5
Sacombank Pay,Không xem được chi tiết lịch sử giao dịch (bao gồm người gửi và số tài khoản người gửi(,1
Sacombank Pay,Nice~,5
Sacombank Pay,Its good,5
Sacombank Pay,sao vào cứ bị thoát ra ko?,3
Sacombank Pay,Smoothly,4
Sacombank Pay,"Ứng dụng hoạt động tốt. Còn lỗi trong phần thông báo hệ thống, hiển thị có 1 thông báo nhưng khi vào thì không có.",4
Sacombank Pay,"Thường xuyên bị lỗi. Lúc thì báo KHÔNG CÓ DỮ LIỆU TRẢ VỀ, rồi khoá thẻ,... Phần mềm dở tệ.",1
Sacombank Pay,T chả hiểu tại sao cứ mỗi lần vào app là bị văng ra màn hình chính :)) ai giải thích giùm t với,1
Sacombank Pay,Thực sự app chạy khá chậm. Nhiều tính năng không thiết thực nhồi nhét vào làm nặng máy mà khách hàng gần như không bao giờ dùng tới.,1
Sacombank Pay,Quá dở,1
Sacombank Pay,"App nhiều tính năng, nhanh, gọn, tiện ích, rất hài lòng",5
Sacombank Pay,Good.,5
Sacombank Pay,Sacom thích ghê,5
Sacombank Pay,Great,5
Sacombank Pay,Tôi thường xuyên bị lỗi 400 mỗi khi nạp tiền vào tài khoản trên app Sacombank Pay và tiền phải mất mấy ngày thì mới được chuyển vào tài khoản.,1
Sacombank Pay,It is ok,3
Sacombank Pay,Okeee,5
Sacombank Pay,Toàn lỗi k vào đc,1
Sacombank Pay,Làm đủ các bước xong bảo ra quầy xác thực. Dễ điên,1
Sacombank Pay,"App thường xuyên bị lỗi, xóa đi tải lại vẫn lỗi không vào được",2
Sacombank Pay,Hay bị văng khỏi app mở không lên được. Mở cả mấy lần mới vô được app,1
Sacombank Pay,Lag diss,1
Sacombank Pay,App chậm quá,1
Sacombank Pay,Fezze app,1
Sacombank Pay,Ok,5
Sacombank Pay,Không giao dịch được :) app cứ load mãi thôi. Thời điểm dịch khó khăn mà sacombank còn làm ăn kiểu này thì sợ thật. Thôi qua dịch mở tk ở ngân hàng khác cho lành :),1
Sacombank Pay,Hoàn toàn không thể sử dụng được từ hồi cập nhật phiên bản mới,1
Sacombank Pay,"App bảo mật kém, trong trường hợp người dùng bị mất điện thoại kẻ lạ chỉ cần yêu cầu cung cấp password mới app sẽ gửi lại lập tức không cần cung cấp thông tin cá nhân. Ngoài ra app sẽ tự động điền thông tin người dùng khi liên kết thẻ Sacombank, và không xóa được liên kết thẻ Sacombank khi hủy liên kết.",1
Sacombank Pay,Rất tiện lợi và nhanh chóng. Hữu ích.,5
Sacombank Pay,"Đổi quà xong,""got it"" ngay mũi tên back,sao nhận bro",1
Sacombank Pay,"Ứng dụng hay mất liên hết tài khoản, lỗi khi thanh toán QR code",1
Sacombank Pay,App hay bị crash,1
Sacombank Pay,Dịch vụ tốt,5
Sacombank Pay,Lỗi hoài phát bực,1
Sacombank Pay,Lỗi hoài lun,1
Sacombank Pay,"Tài khoản đã xác thực nhưng không thể tham gia chương trình vòng xoay may mắn, cứ báo tk không hợp lệ",1
Sacombank Pay,good,4
Sacombank Pay,"App tuyệt vời, ngày càng cải tiến và nhiều tính năng hữu ích. Khách hàng chỉ cần thao tác trên app là đã thực hiện được mong muốn của mình.",5
Sacombank Pay,"Sacombank Pay này ngoài trừ có thêm một số tiện ích ko đáng kể, thì còn gì khác biệt hơn mBanking ko? Nó có phải dùng để thay thế mBanking ko? Loanh quanh mấy cái chuyển khoản, thanh toán hoá đơn sao cứ phải làm mấy cái app na ná nhau hiểu lầm.",3
Sacombank Pay,Ok app thanh toán nhanh,5
Sacombank Pay,Đã sử dụng được trên Android 11. Xiaomi Mi 10.,5
Sacombank Pay,Hông biết cái app có liên quan tới ngân hàng làm việc không chứ ngân hàng gửu lúa về chậm quá. 1 sao,1
Sacombank Pay,Bị crash khi mở app lên. Android 11,3
Sacombank Pay,Crash app trên androd 11,1
Sacombank Pay,NFC đã có trên Sacombank Pay!,5
Sacombank Pay,Không chạy trên android 11. Đề nghị update,4
Sacombank Pay,Không thể truy cập được vào tài khoản tiết kiệm online,2
Sacombank Pay,Khong co ngon ngu English. Te qua IT oi,3
Sacombank Pay,Phần mềm quá tệ... không được test kỹ trước khi đưa ra sử dụng....,1
Sacombank Pay,Good!👍,4
Sacombank Pay,Không định danh đc,1
Sacombank Pay,"Ứng dụng dễ sử dụng, dễ quản lý tài khoản.",5
Sacombank Pay,"Không quét QR code được, sau khi nhập OTP thì hiện thông báo chưa sẵn sàng, vẫn không dùng được. Không đổi thông tin cá nhân được, hiển thị loading image liên tục, phải tắt đi vào lại app.",1
Sacombank Pay,Một máy chỉ dc 1 sđt. Đăng nhập ké ko dc,1
Sacombank Pay,Very good,5
Sacombank Pay,"Gửi email cả chục lần báo Lỗi rút QR ở cây ATM Sơn Trà Đà Nẵng. Lần nào cũng trả lời là đã sửa rồi. Ra vẫn ko rút đc, trong khi cây ATM Bạch Đằng rút bình thường. Ngân hàng coi thường khách hàng quá!",1
Sacombank Pay,"Cái app ngu vãi, liên kết bank mãi ko được, nhập mCode thì báo ""hết thời gian"" (dù còn đến hơn 1 phút), chọn mConnected thì báo ""dịch vụ không sẵn sàng"". Không phải công ty trả lương qua Sacom thì chẳng bao giờ xài Sacom đâu, dm",1
Sacombank Pay,App ngân hàng tệ nhất trong số những ai tôi đang dùng,1
Sacombank Pay,Rigged rồi. Sao app phát đi gần 20 thông báo cùng nội dung 1 lúc vậy?,3
Sacombank Pay,Good Ui,5
Sacombank Pay,300/200,5
Sacombank Pay,Quá tồi,1
Sacombank Pay,Tốt,5
Sacombank Pay,Ứng dụng thì ok mà thẻ chạy quảng cáo thanh toán quá tệ. Không thể thanh toán tự động nợ liên tục,1
Sacombank Pay,"Đang xài ngon thì sáng nay nạp tiền điện thoại 2 lần đều fail, tiền thì trừ mà tài khoản đt k cộng thêm. Admin xem lại app cần fix gì k",4
Sacombank Pay,Ko còn thanh toán QR được,1
Sacombank Pay,Không thân thiện,1
Sacombank Pay,Giao diện mới quá khó dùng. Người thiết kế chỉ tập trung vào vẻ đẹp mà không hiểu tí gì về trải nghiệm người dùng.,2
Sacombank Pay,fds,5
Sacombank Pay,"Bản cập nhật có UI, UX tốt",5
Sacombank Pay,app bị crash liên tục,2
Sacombank Pay,Mới cập nhật 2.0 và lỗi không mở đc app luôn.,1
Sacombank Pay,Cập nhật ngày 18/1 xong lỗi đá văng app,3
Sacombank Pay,Update xong mở không được trên Android 10,2
Sacombank Pay,"Lúc trước dùng tốt lắm, sao vừa update xong là hết xài được. Luôn luôn bị stop.",3
Sacombank Pay,Đột phá giao diện là app mở không lên luôn đấy hả?,1
Sacombank Pay,Not working.,1
Sacombank Pay,Ứng dụng gọn gàng ! Dễ sử dụng . Cám ơn đội phát triển !,5
Sacombank Pay,Khi chuyển tiền không thể ghi lời nhắn hơn 10 kí tự rồi nhắn được gì,1
Sacombank Pay,"Tốt, nhưng vẫn cần cải tiến và update thường xuyên hơn",5
Sacombank Pay,Không rút tiền bằng QR được,1
Sacombank Pay,Ứng dụng khá ổn,5
Sacombank Pay,Nice,5
Sacombank Pay,Rất tệ,1
Sacombank Pay,rat oke,5
Sacombank Pay,Like,5
Sacombank Pay,Phí nạp tiền vào sacombank pay trên trời dưới đất ko vậy. Cạn lời,1
Sacombank Pay,Không thể nhập mpass để đăng kí. Nokia 1.,1
Sacombank Pay,Phí nạp tiền vào tài khoản quá cao. Trong khi đa số đều miễn phia nạp tiền vào tài khoản,1
Sacombank Pay,"App lỗi, không đăng ký được",1
Sacombank Pay,dang ky ko nhap pass duoc,1
Sacombank Pay,không đăng nhập được bằng vân tay,1
Sacombank Pay,không tạo được mpass khi đăng ký mới,1
Sacombank Pay,"good, thanks!😊",5
Sacombank Pay,"Không nhập mpass được, dev sacombank củ chuối thiệt",1
Sacombank Pay,Chuyển tiền thì báo lỗi giao dịch không thể thực hiện được nhưng vẫn trừ tiền trong thẻ. Người nhận thì vẫn không nhận đc tiền???,1
Sacombank Pay,"chạy chậm, cứ báo có tin nhắn hoài, rất phiền, lâu lâu lại lỗi, chuyển tiền hay thực hiện giao dịch hơi bị lo",2
Sacombank Pay,"Đăng ký mới không nhập pass được, hiện bàn phím số nhưng lúc bấm không có tác dụng, đang dùng xiaomi mi 8 lite và redmi note 5",2
Sacombank Pay,I M U S M E,4
Sacombank Pay,"Đăng ký đến phần nhập pass ko được, quá tệ hại",1
Sacombank Pay,"không thể đăng ký được, treo ngay trang lập mpass. cực kỳ vô dụng",1
Sacombank Pay,Ứng dụng thường xuyên bị thoát ra tự động khi thao tác trên các chức năng của ứng dụng.,1
Sacombank Pay,Nice! 😍,5
Sacombank Pay,tối ưu hệ thông kiểu gì mà đăng kí số đt xong chả nhập được mã 6 số.,1
Sacombank Pay,Đăng ký hoài ko được. cứ đến phần nhập mpass là k thể nào nhập số được. ứng dụng kiểu này quá tệ và gây bực bội!!!!,1
Sacombank Pay,"Thuận tiện, nhanh chóng",5
Sacombank Pay,"Ứng dụng nhanh, dùng tốt!",5
Sacombank Pay,good app,5
Sacombank Pay,Tuyệt vời,5
Sacombank Pay,- thay đổi chính sách thu phí mà thông báo ẩu. 14giờ thông báo mà 24 giờ áp dụng mức phí mới - nạp tiền vô ví mà cũng tốn phí. các ví khác free - liên kết 1 tk ngân hàng khác ngoài sacombank thì khó khăn,1
Sacombank Pay,3ae rtce2Ewing 25254tdrdy6 Chúc mừng sinh nhật Dạo này có gì mới khôngcóđâu mà w26wttwđâu g? Dạo này có gì mới không?,2
Sacombank Pay,ok,3
Sacombank Pay,Ngân hàng có cái app smartbanking cũng không nên hồn thì liệu khách hàng có thể tin tưởng về mặt công nghệ và hệ thống bảo mật NH hay không? Mình đã sử dụng app của vài NH khác và sacombank tệ nhất trong khoản này.,1
Sacombank Pay,Đề xuất thêm tính năng tiết kiệm online.,4
Sacombank Pay,không thể kích hoạt thẻ. Font chữ quá to trên điện thoại Mi9. Không thể chuyển ngôn ngữ sang tiếng anh,2
Sacombank Pay,"trong khi các ngân hàng khác, ai cũng hỗ trợ VN pay QR cho thẻ nội địa, Sacombank thì không.",3
Sacombank Pay,app hay,5
Sacombank Pay,"hơi bất tiện, thiết bị tôi đã đăng ký số điện thoại trước đó nay thay số mới thì không thể đăng ký. Khi đăng ký số mới có thông báo là ""thiết bị này đã được đăng ký"". Tôi đã xoá và thử lại mọi cách nhưng đều không khả thi.",3
Sacombank Pay,App bị crash hoặc tự về Home cực kỳ thường xuyên,1
Sacombank Pay,ứng dụng năm 2019 mà được viết quá tồi,2
Sacombank Pay,great application!,5
Sacombank Pay,"Ổn đến lúc này. Nên có thống kê cash back theo từng giao dịch và tự chuyển về thẻ, đỡ phải gọi tổng đài.",4
Sacombank Pay,rat tot,5
Sacombank Pay,ọk,5
Sacombank Pay,không chuyển tiền ngân hàng acb được.,3
Sacombank Pay,Không thể liên kết tài khoản trả trước visa trong khi mCard thì được. Vui lòng update tính năng này.,1
Sacombank Pay,Như,1
Sacombank Pay,Không thể liên kết tài khoản ngân hàng do thông tin sai nhưng đã điền đúng và kiểm tra lại bằng tài khoản trên máy tính rồi. Các bạn ở Sacombank cũng không biết sửa làm sao. Bó tay với cái app cùi mía này...,1
Sacombank Pay,Không khởi động được!,1
Sacombank Pay,lỗi ngớ ngẫn trong thông tin ngày tháng năm sinh. chỉ đc chọn đến ngày 28 không có ngày 30 hay 31,1
Sacombank Pay,Chuyen tien good,5
Sacombank Pay,"app tào lao, ko gắn thẻ được, lỗi tùm lum. ko biết có phải app lừa đảo ko, sao dev contact là gmail vậy",1
Sacombank Pay,"Chường trình coi chừng lừa gạt nhé, không gởi đc otp nhưng vẫn báo là đã gởi rồi, đợi tới mùa quít gởi nhé.",1
Sacombank Pay,chức năng chưa hoàn thiện hay bị thoát. chức năng nạp tiền vào thẻ qua Napas tới giờ vẫn đang nâng cấp không thể nạp vào thẻ được,2
Sacombank Pay,update soon!!!,1
Sacombank Pay,Ung dung that la tuyet voi!,5
Sacombank Pay,"Không khác mCard là mấy, chỉ là thêm cái ví. còn tùm lum lỗi, xác thực cài gì cũng không được. Không tích hợp thanh toán vé máy bay, tàu hỏa.",3
Sacombank Pay,"App quá tuyệt, rút tiền, thanh toán ko dùng đến thẻ",5
Sacombank Pay,Tiện dụng và giao diện thân thiện,5
Sacombank Pay,App làm việc rất tệ. Lag cực kì lâu. Đã complented tới bộ phận cskh nhưng ko cải thiện,1
Sacombank Pay,ai thấy app này chuyển tiền khác ngân hàng vừa nhanh vừa miễn phí thật thích giống mình ko? good app,5
Sacombank Pay,App ô dề quá mức,1
Sacombank Pay,App thường xuyên không vào được :(,2
Sacombank Pay,App lỗi nặng. Mở ra tự crash tự đóng. Mỗi lần muốn sử dụng phải xóa đi cài lại. Developer cố tình làm vậy để tăng lượt tải???,1
Sacombank Pay,App không mở được nên không thể chuyển khoản. Tổng đài cũng không gọi được. Quá tệ !,1
Sacombank Pay,Vô liên tục bị out ra hoặc đứng yên ko vào dc,1
Sacombank Pay,App lỗi quá lỗi sẽ ko bao giờ sài thẻ của sacombank nữa,1
Sacombank Pay,Treo đầu dê bán thịt chó,1
Sacombank Pay,Lần nào vào cũng phải cài lại ứng dụng,1
Sacombank Pay,Máy xách tay có nfc nhưng ko cho dùng,3
Sacombank Pay,Cái app vớ vẫn. Không làm j dc. Deleted😠,1
Sacombank Pay,"Ứng dụng rất hữu ích, đáng sử dụng",5
Sacombank Pay,Chưa hổ trợ chuyển tiền theo tên gợi nhớ!,3
Sacombank Pay,"Không gửi tiết kiệm online được, báo không lấy được nguồn tiền",1
Sacombank Pay,"App đơ, thường xuyên không đăng nhập được",1
Sacombank Pay,App củ l này lỗi liên tục bực cả mình,1
Sacombank Pay,"App dở tệ, tạo samsungpay 5phút khoá acc luôn. Vãi cả linh hồn!!",1
Sacombank Pay,Dev update làm không xác thực samsung pay được nữa. Fix nhanh giúp,1
Sacombank Pay,"không quét được VNpay QR, khá thất vọng",2
Sacombank Pay,App ngân hàng tệ nhất từng dùng,1
Sacombank Pay,không có khuyến mại khi quét VNPAY QR dù có logo này,1
Sacombank Pay,"Trải nghiệm cực kì tệ, app chậm",1
Sacombank Pay,App hay. Tiện lợi trong công việc,5
Sacombank Pay,"cái ứng dụng ngu si nhất, không xài sacombank nữa, cái méo gì cũng tính phí",1
Sacombank Pay,"App lỗi quá, nhiều khi ko mở được. Tính năng cũng ít mà quá rắc rối",1
Sacombank Pay,không thể liên kết tài khoản vì lỗi nhập thông tin sai. Dù đã nhập với thông tin chính xác.,1
Sacombank Pay,"Hàng tháng vẫn trừ tiền dịch vụ đều đều mà rút tiền,chuyển tiền ko báo tin nhắn về điện thoại là sao",1
Sacombank Pay,Good App.,5
Sacombank Pay,Như cái lồ* luôn,1
Sacombank Pay,"Chuyển tiền mà ko cho kéo cái màn hình, bàn phím che hết lấy gì xem ?",1
Sacombank Pay,Không thấy chỗ xem số tài khoản của chính mình?,2
Sacombank Pay,bị out ra suốt,1
Sacombank Pay,Cực kỳ tệ,1
Sacombank Pay,Lỗi quá nhiều,1
Sacombank Pay,App rất ngu,1
Sacombank Pay,Nguon Ty Tang,5
Sacombank Pay,Good App,5
Sacombank Pay,good,5
Sacombank Pay,App không sử dụng được mặc dù đã liên hệ với sacombank nhưng chính nhân viên sacombank cũng ko log in được cho mình,1
Sacombank Pay,"Bị lỗi gì đó mà cứ bấm vào app thì bay ra ngoài màn hình lại, không thể sử dụng được",1
Sacombank Pay,Sau khi update xài gì cũng hiện bắt phải định danh trong khi đẫ là định danh cấp 2? Add visa 1 lần nữa vẫn không được,1
Sacombank Pay,App bị lỗi ... Tải lần đầu vào bth Sau vào lại toàn bị đá ra khỏi app k vào dc nữa Xóa đi tải lại vẫn thế,2
Sacombank Pay,Rất tốt,5
Sacombank Pay,"App lỗi liên tục, vào kiểm tra tài khoản mãi không được .thật sự rất chán sacombank. Chắc cứ tình trạng này phải đổi sang ngân hàng khác",1
Sacombank Pay,Suck,1
Sacombank Pay,wow,5
Sacombank Pay,ok,1
Sacombank Pay,"Ứng dụng rất tệ, cứ báo ""không khả dụng"" mỗi khi nhập OTP xong (đòi OTP làm gì khi cứ lỗi thế này chẳng sử dụng gì được. Ứng dụng này cần cải tiến rất nhiều mới hữu ích được, hiện giờ thua xa app bên VPBank.",2
Sacombank Pay,Samcombank Lúc tư vấn làm thẻ tín dụng thì nói miễn phí 1 năm nhưng chưa đầy 1 tháng tự động trừ thẳng phí thường niên 1 năm.Cũng chả khác lừa đảo hợp pháp chỉ vì lòng tham đạt chỉ tiêu cá nhân.,1
Sacombank Pay,App gì mà suốt ngày lỗi rồi ko truy cập dc. Rất bực mình chỉ muốn xóa luôn cái app rồi đổi ngân hàng khác ngay lập tức dù đã dùng Sacombank hơn 10 năm,1
Sacombank Pay,Quá tệ. Tôi đã điền đủ và chính xác thông tin để xác thực tài khoản nhưng nó cứ bảo là thông tin bạn điền không hợp lệ. Đề nghị sửa lại app cho khách hàng người ta xài với. Lần này nữa thì tôi xin phép chuyển qua ngân hàng khác.,1
Sacombank Pay,"Trải nghiệm vô cùng tệ với nhân viên tư vấn mở thẻ VISA của ngân hàng này. Các bác đừng dại mở thẻ visa ở đây làm gì, chưa kể cái giao diện app dùng cũng chán lắm.",1
Sacombank Pay,"Tôi đăng kí ở bank bằng sim 1, giờ hay dùng sim 2 nên đăng kí trên app bằng sim 2 thì liên kết tài khoản ngân hàng không được, thoát ra đăng kí tài khoản khác bằng sim 1 cũng không được (do app chỉ cho 1 thiết bị liên kết 1 sim - bảo mật chỗ này quá máy móc trong khi giờ điện thoại galaxy 2 sim đầy ra)",1
Sacombank Pay,🥶🥶🥶,1
VPBank NEO,#NAME?,3
VPBank NEO,Cannot open the app. Maybe due to not compatible with my latest phone update!? My device: Google Pixel 3. Androi ver. 11.,1
VPBank NEO,New UI is ugly. It's hard to use and often log me out just in few minutes. Needs to improve UX.,1
VPBank NEO,"After updated, why do I need to fill username and password for each login? Less secure and inconvenience.",2
VPBank NEO,"Slow loading, not able to transfer due to error too frequent. Worst banking app ever used!",1
VPBank NEO,OTP never been seen. I cannot login to the app on my phone. The system sucks.,1
VPBank NEO,"Over 3 days, log in ok but can not do anything. Bad service!",1
VPBank NEO,excellent customer service. friendly and affordable banking done right. convenience and user friendly banking app. outstanding work from VP BANK. thanks 👍👍👍 ✅,5
VPBank NEO,I can't update new version. This app have problem. I hope to have new adjustment as soon as possible.,1
VPBank NEO,This app is user-friendly and has many functions. Most excellent user experience.,5
VPBank NEO,"Bad app, often take a long time to show login screen. Considering to uninstall.",2
VPBank NEO,The new version was too bad. The application did not responded and made wating for a long time.,3
VPBank NEO,"Cannot update for Android, so I had to unintall then installed it again, this app is so annoying honestly",1
VPBank NEO,"The last updated app version is too bad, take time to access app or do any transaction",1
VPBank NEO,"App is nice, but some functionalities are slow, don't show total number money deposit.",4
VPBank NEO,Crashed on electricity payment feature. Auto changed language on using the feature :(,3
VPBank NEO,App usually is crash or temporary cannot be used. Very bad.,1
VPBank NEO,app freezes when pressing back button to exit. asking for confirmation before exiting is non sense,1
VPBank NEO,"No real improvement, cannot access service, cannot log in for multiple hours.",1
VPBank NEO,Im using android 11 and i cannot open vpbank app on this android version. Please fix it! Thanks,2
VPBank NEO,"Là app ngân hàng chậm nhất trong tất cả các app mình đã sử dụng, giao dịch nào cũng phải chờ load rất lâu mới sử dụng được. The banking app is too slow to respond. I have to wait for a long time to transfer, even internal transfer. Worst banking app I have used.",2
VPBank NEO,Quite good to me after some updates. Fast & convenient. FOC on interbank transfer 👍🏻,5
VPBank NEO,"Crashed on android 11, libdexprotector is crashing, please update your app with new library",1
VPBank NEO,Update app 22/11 => can not pay VN Pay when shopping. Inconvenience.,1
VPBank NEO,Simple yet effective interface!,5
VPBank NEO,App is nice. Frequent mandatory updates is a bit disturbing,4
VPBank NEO,Always appears the error when open new saving account,1
VPBank NEO,"The app is bad, slowly, difficult to use.",1
VPBank NEO,"Fast transfer, friendly appearance, zero fees.",5
VPBank NEO,Can not open app crash on Android 11 please update,1
VPBank NEO,"Doesn't work, crash on opening app on android 11",1
VPBank NEO,Horrible app. Worst one I have encountered so far. Can't even make transfer. Takes forever to load.,1
VPBank NEO,Crash on login after update to the last version.,1
VPBank NEO,"Whenever I accessed the app, it always logged out automatically!",1
VPBank NEO,"Can't open, app crashes on Android 11",1
VPBank NEO,Cannot open the app with my Samsung note 20 ultra android 11,1
VPBank NEO,Too bad... haizzz... please double check thoroughly in advance release... useless app,1
VPBank NEO,"It used to be slow and unreliable, really good now",5
VPBank NEO,So frustrating I can't open the app to use! Please fix asap,1
VPBank NEO,"very good app, should try",5
VPBank NEO,Good but something slowly,4
VPBank NEO,I love vp bnk system it's amazing,5
VPBank NEO,"Super slow app, many bugs, cannot register",1
VPBank NEO,"I did update Android 11, this app does not work",1
VPBank NEO,"Crashed on android 10, Google pixel2 xl.",1
VPBank NEO,Fast and easy to open account,5
VPBank NEO,"crashed on android 11, hope you guys will fix it soon",3
VPBank NEO,Doesn't work since update to Android 11,1
VPBank NEO,"Good, better, and best",5
VPBank NEO,Fast and easy to use,5
VPBank NEO,Crashed all the time on android 11,1
VPBank NEO,Loading too long,1
VPBank NEO,Very good in banking service. Nice app,5
VPBank NEO,I'm using Android 11. I couldn't update app. I removed it. But it couldn't reinstall.,1
VPBank NEO,"Not good, you need go to store with some problem when you registration, not all step online.",1
VPBank NEO,Easy and Convenient to use,5
VPBank NEO,Faster and many utilities,5
VPBank NEO,"This app is ridiculous, I can't open it to do any transfer",5
VPBank NEO,"Trash app, too many bugs!",1
VPBank NEO,Excellent banking app. Great job from VP Bank.,5
VPBank NEO,Great app. So convenient.,5
VPBank NEO,Worse app without function to transfer cashback to credit card account,1
VPBank NEO,"App keeps loading when using, very bad app",1
VPBank NEO,"Loading so slowly, many transactions can not be performed to receive and tranfer money to other banks.",1
VPBank NEO,Must update usually. It's very annoying,1
VPBank NEO,Please update so that it can run on Android 11,3
VPBank NEO,Cannot run on Android 10,1
VPBank NEO,Can't open app on Android 11,1
VPBank NEO,fail to login with fingerprint,1
VPBank NEO,Crashes on opening. Pixel 2xl / Android 11,1
VPBank NEO,Good banking app with free transfer fee,5
VPBank NEO,App can not start in android 11,1
VPBank NEO,"It crashed in Android 11, please fix",2
VPBank NEO,"When I lost money, I call phone number on this app. I didn't reply because no one to hear my phone",1
VPBank NEO,Can't use on android 11 pls update,1
VPBank NEO,Worse banking apps ever Edit after 3 months using this bank's service. Choose other bank guys! 0 star is not enough to rate this bank,1
VPBank NEO,App crash with Android 11,1
VPBank NEO,"Very terrible application, but not worse than the bank regulations itself bank staff.",1
VPBank NEO,Cannot use in Android 11. Worst baking app ever used,1
VPBank NEO,VPBank does not provide any option to opt out of their commercial email subcriptions.,1
VPBank NEO,"Cannot use in android 11, fu.ck.ing sh.it app and bank",1
VPBank NEO,Stability could be improved,4
VPBank NEO,very reliable in useage,4
VPBank NEO,not friendly with user,1
VPBank NEO,Crashed on android 11,1
VPBank NEO,Cannot use in Android 11 till now,2
VPBank NEO,"Pls fix soon, android 11 can't run.",3
VPBank NEO,Normal app. I am trying use it. I hope this app will be special than previous app,3
VPBank NEO,why can not captune screen after update,5
VPBank NEO,Crash on android 11,1
VPBank NEO,Can't use on Android 11,1
VPBank NEO,Too slow. Cannot check loyalty cash history,1
