Bank,review_text,review_score,english,target
TPBank QuickPay,can not use vnpayqr feature,1,1,0
TPBank QuickPay,it reacted with some apps and made a conflict collect some data even it's not necessary,1,1,0
TPBank QuickPay,good app,5,1,1
TPBank QuickPay,good app,5,1,1
TPBank QuickPay,perfect app,5,1,1
TPBank QuickPay,rated,5,1,1
HDBank,great,5,1,1
Techcombank Mobile,worst app ever in comparision with other bank's app uncomfortable using this app bad design bad experience,1,1,0
Techcombank Mobile,the transactions tracker has no search box to find the old transaction even worse than other apps with traditional sms messenger,2,1,0
Techcombank Mobile,payment history useless can't share payment details or make screen shots,1,1,0
Techcombank Mobile,cant receive notification you have to log in to see the money transfer and no notification is sent,1,1,0
Techcombank Mobile,cannot even access to the app blame for internet faults cannot sign in with error code for times,1,1,0
Techcombank Mobile,unable to use on android stuck at white screen don't know why,1,1,0
Techcombank Mobile,can't access my bank account every months you change something that leads to me having to waste time visiting the bank pain in the neck,1,1,0
Techcombank Mobile,oh so good app,5,1,1
Techcombank Mobile,smooth intuitive and overall a significant improvement from the old version,5,1,1
Techcombank Mobile,the old one was so much better and this also needs to have more languages other than english,1,1,0
Techcombank Mobile,the old app ís actually much better than the new version can't stand the new one please return to fast mobile,1,1,0
Techcombank Mobile,great transformation from fast mobile absolutely love it after discovering the features,5,1,1
Techcombank Mobile,such an unuseful application i wasted a lot of time and couldn't log in,2,1,0
Techcombank Mobile,jeez if there's a star option i would definitely give this failure of an app what kind of mobile banking app that does not let its users transfer money,1,1,0
Techcombank Mobile,bugs every where you should fix all or back the last version,1,1,0
Techcombank Mobile,months of advertising the new app and i can't try it yet such a weird releasing plan,1,1,0
Techcombank Mobile,i wanna hide my current balance this app is better than fast access but it is little slower,1,1,0
Techcombank Mobile,stupid stupid app terrible i have a awful experiment about trying to reset my password,1,1,0
Techcombank Mobile,which idiot forced new customer to use this piece of shjt you must test an app thoroughly before forcing new customer to use this if you do this you deserve to be fired i am a new customer and i can't access it using new app because it isn't compatible with my phone whereas vcb or any other banking app is compatible i am very frustrated with this bank and those who in charge must be fired,1,1,0
Techcombank Mobile,unable to login after transition you guys should feel ashamed of yourself for creating this utter mess i will cancel tcb account if this incident insists,1,1,0
Techcombank Mobile,terrible app too slow to show up login how can i turn back to f tacess,1,1,0
Techcombank Mobile,too lag and many crash for uix with android version,1,1,0
Techcombank Mobile,cant log on to the app with nonstop wrong pass errors,1,1,0
Techcombank Mobile,it is difficult to use this apo,1,1,0
Techcombank Mobile,innovative and user friendly design i love it,5,1,1
Techcombank Mobile,good very easy to use,5,1,1
Techcombank Mobile,missing tons of data please migrate data from old system asap,1,1,0
Techcombank Mobile,services unavailable with frequency time open app,1,1,0
Techcombank Mobile,cannot login working fine on old app,1,1,0
Techcombank Mobile,cannot log in even i just created password from the old app,1,1,0
Techcombank Mobile,the app keeps saying that my username pw is wrong but i am sure that mine is correct,1,1,0
Techcombank Mobile,can't login using the phone number as username and password created in the old app,1,1,0
Techcombank Mobile,app continue crashing android,1,1,0
Techcombank Mobile,worst app ever terrible ux,1,1,0
Techcombank Mobile,very bad experience,1,1,0
Techcombank Mobile,not working anymore for a long time,1,1,0
Techcombank Mobile,so bad f st i use easily to all functions growup or downzone,1,1,0
Techcombank Mobile,more improvement than the previous app,5,1,1
Techcombank Mobile,can not login no way to use my money,1,1,0
Techcombank Mobile,it dont let me log in to it,2,1,0
Techcombank Mobile,f stmobile not working and this neither,1,1,0
Techcombank Mobile,really nice app,5,1,1
Techcombank Mobile,update review the app looks nicer now still a bit slow when open,4,1,1
Techcombank Mobile,the worst apps i have ever used,1,1,0
Techcombank Mobile,i couldn't just log in difficult to use i wish i could give half of star,1,1,0
Techcombank Mobile,i don't want to use fastmobile anymore please let me use the new app,1,1,0
Techcombank Mobile,very bad app compare to old ver,1,1,0
Techcombank Mobile,not able to transfer money to my own stock account,1,1,0
Techcombank Mobile,much more convenient and smooth,5,1,1
Techcombank Mobile,new app is really bad,1,1,0
Techcombank Mobile,very slow and many bugs,1,1,0
Techcombank Mobile,when transfer money it may select partment for each step cannot select it is ugly,1,1,0
Techcombank Mobile,terrible app cannot login,1,1,0
Techcombank Mobile,always has error when i need to use what is issue,1,1,0
Techcombank Mobile,bank app have the worst ui i've ever seen,1,1,0
Techcombank Mobile,new app is really nice qr code is very convenience,5,1,1
Techcombank Mobile,ít's terriable i can't be satisfy with this app,1,1,0
Techcombank Mobile,transfer to new app is wrong worse app ever,1,1,0
Techcombank Mobile,the ui is suck give me the old one back,1,1,0
Techcombank Mobile,not good for me,1,1,0
Techcombank Mobile,if old app aint broke dont change it,1,1,0
Techcombank Mobile,it's better now,5,1,1
Techcombank Mobile,i can't use it with my phone no cuz now i am in another country and my registered phone no can't be used anymore face with rolling eyes so how can i take my code now sad but relieved face,1,1,0
Techcombank Mobile,you need an invitation to use this app ridiculous,1,1,0
Techcombank Mobile,please add currency conversion from usd to vnd,4,1,1
Techcombank Mobile,need more update,3,1,0
Techcombank Mobile,leading banking service on market,5,1,1
Techcombank Mobile,great ux very convenient,5,1,1
Techcombank Mobile,not a great app,2,1,0
Techcombank Mobile,confidentiality is not safe enough,3,1,0
Techcombank Mobile,cant find credit card,1,1,0
Techcombank Mobile,lagg slow can not transfer,1,1,0
Techcombank Mobile,i need to use my account but the app can't work now,1,1,0
Techcombank Mobile,so hard to tranfer the money always errors,1,1,0
Techcombank Mobile,worst app ever can't even log in properly,1,1,0
Techcombank Mobile,super crash and unuseful,1,1,0
Techcombank Mobile,too many issues,2,1,0
Techcombank Mobile,cant creat an account fail at otp step,1,1,0
Techcombank Mobile,i'm afraid the previous app is much better than this one,1,1,0
Techcombank Mobile,historical transaction shows right at main page,1,1,0
Techcombank Mobile,always error password,1,1,0
Techcombank Mobile,i use vpbank intead of tcb when it updated new app after so terrible for trading,1,1,0
Techcombank Mobile,device not supported,1,1,0
Techcombank Mobile,can not open online acc dont know reason,1,1,0
Techcombank Mobile,cant work on androids,1,1,0
Techcombank Mobile,friendly and edge user experiens,5,1,1
Techcombank Mobile,can not do my transaction,1,1,0
Techcombank Mobile,a waste of time,1,1,0
Techcombank Mobile,good bye tcb,1,1,0
Techcombank Mobile,worst ui ever,1,1,0
Techcombank Mobile,such a bab app,1,1,0
Techcombank Mobile,very and very stupid app,1,1,0
Techcombank Mobile,that such less extension than old,1,1,0
Techcombank Mobile,can not sign in,1,1,0
Techcombank Mobile,bad money transfer experience,1,1,0
Techcombank Mobile,pls use gps photo,1,1,0
Techcombank Mobile,i loved it,5,1,1
Techcombank Mobile,terrible so bad,1,1,0
Techcombank Mobile,worst app ever,1,1,0
Techcombank Mobile,can not login,1,1,0
Techcombank Mobile,so bad i want to come back,1,1,0
Techcombank Mobile,you guys are wasting my time and money,1,1,0
Techcombank Mobile,super slow,2,1,0
Techcombank Mobile,great apps,5,1,1
Techcombank Mobile,great service,5,1,1
Techcombank Mobile,great service,5,1,1
Techcombank Mobile,good application,5,1,1
Techcombank Mobile,otp sucks,1,1,0
Techcombank Mobile,good app,5,1,1
Techcombank Mobile,good app,5,1,1
Techcombank Mobile,horrible interface,2,1,0
Techcombank Mobile,great app,5,1,1
Vietcombank,running background crashing notices per day crash as completing transfers can not see any successful notice or receipt,1,1,0
Vietcombank,you actually have to register and pay a fee to access your own account there's a fee for every single thing you do even basic stuffs that pretty much any other bank would give you for free no wonder vietcombank was voted as the worst bank in south east asia for consecutive years,1,1,0
Vietcombank,i have changed my password for the first time on website but this app still requires me to reset it again i can't login either worst app i have ever used,1,1,0
Vietcombank,stuck not able to login after sms otp transfer to enable smartotp must clear data to login from beginning means never able to get smartotp work very very smart,1,1,0
Vietcombank,qr money withdraw cause atm device failure need to improve ui seriously if it can't be used or haven't tested func yet don't let it out on your public app either vcb doesn't care or there is no tester,1,1,0
Vietcombank,after updating the application doesn't work anymore it's freezing in the splash screen,4,1,1
Vietcombank,terrible i couldn't do a transaction it crashed it took out money immediately juat right after i got some in an account,1,1,0
Vietcombank,friendly app with green color it's so easy to use and it does not occupy much space in your device keeping supporting and using vcb app thumbs up thumbs up thumbs up,5,1,1
Vietcombank,cannot login by finger print by samsung galaxy note even if i can login my phone and other apps by setting finger print please help to fix it,3,1,0
Vietcombank,with every update it gets more confusing to see and use it was clearer and more simple before the update,2,1,0
Vietcombank,easy to use and got all the services i need just finding it annoying that it asks if i want to upgrade every single time there's an update,5,1,1
Vietcombank,this is terrible app i spend a lot of time to access when i fill in user and password it didn't work although i has created my account already at the bank services so many different name may be some people they feel confuse,1,1,0
Vietcombank,it doesn't work now so terrible please fix it there are some problems with android system,1,1,0
Vietcombank,can't activate fingerprint app freezed and crashed i i and some others below is using samsung galaxy note havin the same issue,1,1,0
Vietcombank,bill has covid propaganda inserted to the top of page please move it else where less important i cannot see content brief in email notification,1,1,0
Vietcombank,keep asking me re tap the password cause i was wrong made me so confusing turn out the app was not updated so inconvenience grrrr,1,1,0
Vietcombank,i have very bad day today with the apps cannot do any transaction even i downloaded the newest version,1,1,0
Vietcombank,"i have tried to register my vietcombank account in this app but it won't work for some reason i'd take both photos of my cmnd and cccd numbers but it always keep saying ""thông tin không hợp lệ"" or ""định dạng ngày sinh không đúng"" please fix your camera recognition ai or customers like me won't be pleased thank you",1,1,0
Vietcombank,i haven't got notification since updating for vcb digital version it is extreme inconvenient for users,3,1,0
Vietcombank,crashed all the time it crashed in my every transaction on this app absolutely frustrating,1,1,0
Vietcombank,too many promotional useless notifications i'm getting mad of them the ui is not friendly as well,3,1,0
Vietcombank,app crashes all the time since the digibank tramsformation no notification of incoming fund i prefer to give star,1,1,0
Vietcombank,good app but i need the balance on vnpay scan to be hiden like in the main screen if balance hide is enabled thank you,3,1,0
Vietcombank,i registered mobile banking on app after then the app showed a pop up without any content i didnt know reason i registered account fail,1,1,0
Vietcombank,this app is very terrible it always logs me out after i entered password always saying that vietcombank keeps stopping funny star,1,1,0
Vietcombank,auto block internetbanking service while taking the service fee hotline never work transaction not working too worst app ever,1,1,0
Vietcombank,bad ui this app is unusable with horizontal screen since auto rotation is not supported,1,1,0
Vietcombank,this app always close suddendly every time i perform the transaction too bad return me previous version,2,1,0
Vietcombank,after updated to digibank app doesn't push notification to notice bar it is a simple function in android app and i wonder what the dev and tester was thinking,2,1,0
Vietcombank,bad app bad services best it ever all of things you can do just use clone to vote star very nice,1,1,0
Vietcombank,"crash when try to add new id to my favorite ""java lang nullpointerexception attempt to invoke interface method java util list iterator on a null object reference""",1,1,0
Vietcombank,trash app always stealing my focus when auto logout in background without any permission,1,1,0
Vietcombank,app is always crash after my phone nokia upgrade to android could you please check this issue,3,1,0
Vietcombank,everything is ok but the app should notify new update when i open it instead of notifying after logging,4,1,1
Vietcombank,cannot get gps location even turn on and grant permission othes app can do mobile device redme notes pro,1,1,0
Vietcombank,updated the newest version on sep application is totally crash,1,1,0
Vietcombank,good app easy to use convenient for user and many functions,5,1,1
Vietcombank,demo images on chplay is not correct cannot save frequently used bank accounts in contact list,3,1,0
Vietcombank,the new version is so terrible that i cannot even log in my account please fix the error,1,1,0
Vietcombank,other functuon is ok but the notification of this bank app is bad other people who accident have my phone can open this app and click to notification symbol to check my transaction without my acc password or my permission please fix this bug as soon as possible,3,1,0
Vietcombank,notification doesn't show up since updated to digibank please fix,1,1,0
Vietcombank,convenient easy to use good app with multiple functions,5,1,1
Vietcombank,crash when log in on mobile using xiaomi can not contact to the service phone for supporting,1,1,0
Vietcombank,good app many functions easy to use convenient for the user,5,1,1
Vietcombank,i can't access this app more than a month some technical problems are happening,1,1,0
Vietcombank,vietcombank is the bank of all kinds of fees i had to pay a lot of service fees even though the quality was bad,1,1,0
Vietcombank,very busy all over the place no basic transaction ledger,3,1,0
Vietcombank,it's not send me otp code i even login to another device but it's not working,1,1,0
Vietcombank,cannot receive any notification after updated to tha latest version vcbdigibank,1,1,0
Vietcombank,it would be even better if it's applicable with screen rotation,4,1,1
Vietcombank,could you replace the finger tip icon at sign in display from the right to the left or to the center bar under sign in button,4,1,1
Vietcombank,great experience with services offered by the bank helpful bankers as well as timely support,5,1,1
Vietcombank,easy to access with fingerprints also with good extend to buy movie tickets,5,1,1
Vietcombank,errors error on everything and everytime after become digibank can't use,1,1,0
Vietcombank,app never notifies me about any transaction despite all settings correctly,1,1,0
Vietcombank,can not use fingerprint to transfer money when language is eng please fix this,1,1,0
Vietcombank,this app is so bad that it asked me to reset the password even when i did it already,1,1,0
Vietcombank,it can't work again after i clear my phone cache meanwhile other bank software can do it,1,1,0
Vietcombank,an advice to anyone who is using vietcom bank or intended to use any services provided by this bank runnnnn transaction fees are much more expensive than other banks often fail to perform a transaction,1,1,0
Vietcombank,i'am very disappointed in vcb's service they are terrible i wish i had never used vietcombank please consider before you intend to open vcb account,1,1,0
Vietcombank,after updating to the new version i couldn't receive any notifications of my account,1,1,0
Vietcombank,suggest to use notification via app instead of sms but finally cant read notification at all,1,1,0
Vietcombank,i cannot login regardless correct password pls fix the frustrated issue asap,1,1,0
Vietcombank,sometime app get bug but dev can not fix they ask me to uninstall then install again,2,1,0
Vietcombank,it is always close automatically after sign in by finger print,2,1,0
Vietcombank,good transfer list is not syn with login web site,5,1,1
Vietcombank,i still open the app this afternoon it has been crash when open app on xiaomi from tonight,1,1,0
Vietcombank,excellent interface it works really well highly recommended,5,1,1
Vietcombank,app stopped working cannot check bank account useless,1,1,0
Vietcombank,app is really crash cannot register due to system error,1,1,0
Vietcombank,system busy system busy system busy all the time,1,1,0
Vietcombank,finger print login is not working anymore since updated,3,1,0
Vietcombank,do not use vietcombank try techcom or vpbank apps lacks function too many spam notifications frequent password resets does customer info get leaked that often or has the bank been hacked,1,1,0
Vietcombank,i can not get notification i activated everything already but still not working,1,1,0
Vietcombank,crashing when i tried to log in by using fingerprint,1,1,0
Vietcombank,easy to use and very reliable app,5,1,1
Vietcombank,"trash app learn from techcombank pls all i can receive is ""system busy""",1,1,0
Vietcombank,excellent so beautiful and useful good job,5,1,1
Vietcombank,i can not use smart otp on blackberry key,1,1,0
Vietcombank,không mở được ứng dụng do bị crash lỗi do không add font và assets folder java lang runtimeexception unable to start activity componentinfo{com vcb com vcb activities home splashactivity} java lang runtimeexception font asset not found fonts roboto ttf,1,1,0
Vietcombank,good but sometimes it doesn't recognize fingerprints,4,1,1
Vietcombank,app is not working it's freezing in spash screen,1,1,0
Vietcombank,crashed after samsung upgraded to android,1,1,0
Vietcombank,it is good to search world wide with unlimited country,5,1,1
Vietcombank,unable to setting login with fingerprint,1,1,0
Vietcombank,i updated lastest app this app is always force close on oppo mirorr please fix it,1,1,0
Vietcombank,the newest version cannot use fingerprint,3,1,0
Vietcombank,it's not working only saying 'system busy',1,1,0
Vietcombank,days and force closed issue still haven't been fixed,1,1,0
Vietcombank,many fc no notification since the latest update,1,1,0
Vietcombank,i don't want to irrelevant information in my transaction email i will donate to covid fund when i feel like it and when the government is honest and transparent about what they do with the money otherwise i don't want to see it in my email,1,1,0
Vietcombank,"after updating new function ott notification it made a big fail only see ""a new notification"" lol",1,1,0
Vietcombank,improve function store info,3,1,0
Vietcombank,terrible app i only use it once and then i cant access to this app anymore face with rolling eyes thinking face pls fix this thank you,1,1,0
Vietcombank,app is auto crashed after using fingerprint,1,1,0
Vietcombank,too much fee every thing need fee but bad service,1,1,0
Vietcombank,transaction report not working and app crashing,1,1,0
Vietcombank,informative and easy to use,5,1,1
Vietcombank,app crash app notification failed pls check asap,1,1,0
Vietcombank,i can't open this app its showing system busy unamused face,1,1,0
Vietcombank,not notice to user the change transaction should notice notification as previous version,1,1,0
Vietcombank,beeds to show all your transactions but it never does,3,1,0
Vietcombank,it doesnt work now dont know why because previously it worked well,1,1,0
Vietcombank,this app doen not fix for fingerprints of note,2,1,0
Vietcombank,this app keeps turning off when opening it,1,1,0
Vietcombank,perfect it is very convenient application,5,1,1
Vietcombank,still stupid app after sync vcb pay all current contacst gone away,1,1,0
Vietcombank,friendly app convenient for all banking transactions always support vcb no matter what,5,1,1
Vietcombank,can't use fingerprint on samsung note android,1,1,0
Vietcombank,a better app with refactored ui and functionings,4,1,1
Vietcombank,transaction cannot be made because i cant receive any sms verification code,1,1,0
Vietcombank,how can i even use the app when it doesn't even accept my properly captured id card,1,1,0
Vietcombank,why is the service under maintenance i cannot transfer for two days now,1,1,0
Vietcombank,so bad for layout user experience,1,1,0
Vietcombank,the updated version is very slow,2,1,0
Vietcombank,update version isn't notify change account balance,1,1,0
Vietcombank,app is crashed after updating,1,1,0
Vietcombank,app stops operating after update,1,1,0
Vietcombank,terrible and month fee is too high,1,1,0
Vietcombank,look your service quality is low and intransparent see through the fact that vcb does not deserve as one of the largest banks in vietnam please do improve,1,1,0
Vietcombank,cannot open the app terrible app what happened,2,1,0
Vietcombank,same problems as everyone else please fix it,1,1,0
Vietcombank,the stupid vcbpay app make me crazy cannot send money the worse app ever,2,1,0
Vietcombank,stable good and easy to use,5,1,1
Vietcombank,app is crashed after update,2,1,0
Vietcombank,app crash all the time,1,1,0
Vietcombank,this app is easy to use fast and convenient,5,1,1
Vietcombank,the new vcb digibank app crashes everytime when the transactions finish,3,1,0
Vietcombank,system is unavailable all time,1,1,0
Vietcombank,i can't transfers my money to the orthers banks because i am not received otp code let you fix it as soon as possible,1,1,0
Vietcombank,don't receive any otp code for any transaction while it's still normal from pls fix asap,2,1,0
Vietcombank,system always busy,1,1,0
Vietcombank,unusable because of crashing,1,1,0
Vietcombank,so bad i can not receive notification,1,1,0
Vietcombank,very slowly app,1,1,0
Vietcombank,worst experience ever disrespect client at most shall never be back to vcb again in my entire life,1,1,0
Vietcombank,unable to login,1,1,0
Vietcombank,stupid dev team bad and no brainer design very terrible user experience,1,1,0
Vietcombank,can't be higher one of the worst bank app in vietnam developer should be fired,1,1,0
Vietcombank,worst program in the history of man kind keep stopping unknow reason,1,1,0
Vietcombank,i cannot take code transaction from app to receive otp code,1,1,0
Vietcombank,always crash and they dont fix,1,1,0
Vietcombank,must have app that will make your life more convenient,5,1,1
Vietcombank,useful and easy to use,5,1,1
Vietcombank,i can't log in even though every month my account is substracted could you tell me the reasons please,1,1,0
Vietcombank,need to be more use friendly,3,1,0
Vietcombank,unable to open the app,1,1,0
Vietcombank,this app can't use can't login,1,1,0
Vietcombank,good app with functionality,5,1,1
Vietcombank,app crashed many times,1,1,0
Vietcombank,excellent the best bank app,5,1,1
Vietcombank,app not working for days,2,1,0
Vietcombank,too many fees and they're expensive as hell,1,1,0
Vietcombank,can not create an account online,1,1,0
Vietcombank,sometimes too slow,3,1,0
Vietcombank,app verry slow and to much fee,1,1,0
Vietcombank,not easy to use,3,1,0
Vietcombank,very poor ux and no feedback from customers,1,1,0
Vietcombank,ko hiện push notification,4,1,1
Vietcombank,after migration from vcb mobile banking to vcb digibank no push notifications when balance changed,1,1,0
Vietcombank,very good and useful app,5,1,1
Vietcombank,this is the worst app ever i've seen functions're awful not helpful for users,1,1,0
Vietcombank,great app for banking,5,1,1
Vietcombank,this is ok better than the other app of another bank in vietnam,5,1,1
Vietcombank,application is unstable,1,1,0
Vietcombank,i can't login with redmi k pro using android,3,1,0
Vietcombank,too bad experience not helpful for using not recommend,1,1,0
Vietcombank,it's too late whenever received otp,1,1,0
Vietcombank,can i give minus star stupid app keep crashing,1,1,0
Vietcombank,second time report cannot believe such a bank like vcb using app this bad thumbs down terrible service,1,1,0
Vietcombank,why always system busy,1,1,0
Vietcombank,bad app high charged fee recommend tpbank,1,1,0
Vietcombank,too slow not convinient,1,1,0
Vietcombank,lag cant install on google play,1,1,0
Vietcombank,can't use fingerprint,1,1,0
Vietcombank,great app highly recommended,5,1,1
Vietcombank,save icon not working,1,1,0
Vietcombank,amazing app for banking,5,1,1
Vietcombank,the app is fine but i just hate the bank,1,1,0
Vietcombank,im busy and you force me to update,1,1,0
Vietcombank,if it's zero star i should give this app lucky for them they force me to give at least star,1,1,0
Vietcombank,service bad app bad i have no words to say,1,1,0
Vietcombank,vietcombank is very good,5,1,1
Vietcombank,many free with bad service,1,1,0
Vietcombank,updating to vcb digibank and the download seems to go on a freaking loop,1,1,0
Vietcombank,waiting otp message too long,3,1,0
Vietcombank,can't setup fingerprint,1,1,0
Vietcombank,app crashed after login,1,1,0
Vietcombank,the best application for banking,5,1,1
Vietcombank,this app is unstable,1,1,0
Vietcombank,monthly fee is too high please reduce vcb benefit to descrease bakn fee,1,1,0
Vietcombank,the biggest bank of vietnam and the biggest app,1,1,0
Vietcombank,bad security and experience,1,1,0
Vietcombank,error a c number not found,1,1,0
Vietcombank,have some mess but useful,4,1,1
Vietcombank,i did not received otp message,1,1,0
Vietcombank,to me is okay no crash,5,1,1
Vietcombank,always force closed,1,1,0
Vietcombank,crash everytime i use,1,1,0
Vietcombank,easy to use in my opinion,5,1,1
Vietcombank,good app mobile banking,5,1,1
Vietcombank,it's such terrible app i uninstalled after the first using,1,1,0
Vietcombank,crash on launch,1,1,0
Vietcombank,this bank so bad not professional,1,1,0
Vietcombank,so far it works for my requirements,4,1,1
Vietcombank,one of the worse app in bank industry,1,1,0
Vietcombank,should not use this bank high fee with low service,1,1,0
Vietcombank,this is the worst app i've used,1,1,0
Vietcombank,this app is very good,5,1,1
Vietcombank,stupid app so many bug on it,1,1,0
Vietcombank,app crash redmo note,1,1,0
Vietcombank,easy to use,5,1,1
Vietcombank,atms always have no money,1,1,0
Vietcombank,crash while using vnpay,3,1,0
Vietcombank,can not transfer by card number,1,1,0
Vietcombank,good thumbs up high security,3,1,0
Vietcombank,very good apps,5,1,1
Vietcombank,bad experience never trust this bank again,1,1,0
Vietcombank,very good app,4,1,1
Vietcombank,crash on xiaomi device,1,1,0
Vietcombank,very good app,5,1,1
Vietcombank,i can't reload my money,1,1,0
Vietcombank,don't use this bank or else you will lose your money,2,1,0
Vietcombank,the ui is bad,3,1,0
Vietcombank,too bad service,1,1,0
Vietcombank,it is not safe app,1,1,0
Vietcombank,good very good thankfuly,5,1,1
Vietcombank,crash so much,1,1,0
Vietcombank,not really good,3,1,0
Vietcombank,this app so such encourage criminal,1,1,0
Vietcombank,cancer app as their brand,1,1,0
Vietcombank,craft when open,1,1,0
Vietcombank,stupid app with stupid ui ux,1,1,0
Vietcombank,can not open it,1,1,0
Vietcombank,works for now,4,1,1
Vietcombank,the worse bank in vietnam,1,1,0
Vietcombank,i will never use it,1,1,0
Vietcombank,it's great,4,1,1
Vietcombank,i am really disappointed with your company,1,1,0
Vietcombank,it's so good,5,1,1
Vietcombank,out when open,1,1,0
Vietcombank,new app is so bad,2,1,0
Vietcombank,the bank bad,1,1,0
Vietcombank,vietcombank number one,4,1,1
Vietcombank,great,5,1,1
Vietcombank,app lol,1,1,0
Vietcombank,good experience,5,1,1
Vietcombank,good apps,5,1,1
Vietcombank,good service,5,1,1
Vietcombank,good app,5,1,1
Vietcombank,good services,5,1,1
Vietcombank,so great,5,1,1
Vietcombank,good app,5,1,1
Vietcombank,good app,5,1,1
Vietcombank,very bad,1,1,0
Vietcombank,very professional bank app,5,1,1
Vietcombank,technology is good,5,1,1
Vietcombank,anyone can view the balance without login to the account this is a terrible function,1,1,0
Vietcombank,great app,5,1,1
Vietcombank,trash app,1,1,0
Vietcombank,good application,5,1,1
Vietcombank,crash,1,1,0
Vietcombank,trash,1,1,0
Vietcombank,perfect,5,1,1
Vietcombank,good app,4,1,1
Vietcombank,slow motion,4,1,1
Vietcombank,not professional,1,1,0
Vietcombank,bad app,1,1,0
Vietcombank,good app,5,1,1
Vietcombank,both new features in version updated on nov do not work show change phone number receiving sms otp feature edit the process of re activate vcb digibank on another device,2,1,0
Vietcombank,thanks you,5,1,1
Vietcombank,the app is terrible after upgrading whenever typing password it will be closing why so,1,1,0
Vietcombank,bad services,1,1,0
Vietcombank,worse,1,1,0
Vietcombank,good app,5,1,1
Vietcombank,good apps,5,1,1
Vietcombank,great app,5,1,1
Vietcombank,good experience,5,1,1
Vietcombank,bad service,1,1,0
Vietcombank,tot,5,1,1
Vietcombank,terrible experience unacceptable quality for a professional banking app,1,1,0
Vietcombank,brilliant service,5,1,1
Vietcombank,new version is ok,4,1,1
Vietcombank,fingerprint doesn't work for me mi mix s,2,1,0
Vietcombank,good app thumbs up,5,1,1
Vietcombank,can't use fingerprints anymore,1,1,0
Vietcombank,good then,5,1,1
Vietcombank,good app,4,1,1
Vietcombank,crash,2,1,0
Vietcombank,update it's ok right now but need to improve the ux compared to some other banks,3,1,0
Vietcombank,refine the ui,3,1,0
Vietcombank,normal,1,1,0
Vietcombank,chan,1,1,0
Vietcombank,very bad i can't buy mobile card via app,1,1,0
Vietcombank,where's the english language,1,1,0
Vietcombank,crashed when setup fingerprint on s,3,1,0
Vietcombank,"crash all the time can't connect to the sever and password always saying that ""wrong password""",1,1,0
Vietcombank,good app in general quite convenient for me and still no bug at all in samsung note update may crash due to update cannot log in,1,1,0
Vietcombank,new version in is a big enhancement from previous one but still need some improvements on interface transition,4,1,1
Vietcombank,useless can not just log in everytime,1,1,0
Vietcombank,now i know why they gave u star cant even open godamnit,1,1,0
Vietcombank,bad crash overtime,1,1,0
Vietcombank,i cant access always be crashed,1,1,0
Vietcombank,crashed in samsung s,1,1,0
Vietcombank,crashing all the time,1,1,0
Vietcombank,i could not open the app today what happened,1,1,0
Vietcombank,cannot open it,1,1,0
Vietcombank,great banking app very clean and simple user experience and useful functions including mobile top up p p and qr code payments fingerprint sign on,5,1,1
Vietcombank,good app,5,1,1
Vietcombank,unreliable that is not acceptable for a banking app bad app,2,1,0
Vietcombank,please make this app better,1,1,0
Vietcombank,the newest update on march turned this app into a very versatile and useful banking app i actually don't hate it and it's very convenient,5,1,1
Vietcombank,it's just easy and user friendly,5,1,1
Vietcombank,should approve fingerprint for rooted device,4,1,1
Vietcombank,good interface update and translation,4,1,1
Vietcombank,crash on android,3,1,0
Vietcombank,bad quality too slow can not log in now they even force users to use this terrible app instead of website,1,1,0
Vietcombank,this is the worst mobile banking app ive ever used very unstable,1,1,0
Vietcombank,"i can't log in my account your app dun show password option to refill and i can fill id only thats why i always got same notice ""incorrect id or password or you didnt sign up ib nking"" it not work",1,1,0
Vietcombank,the team that created this app should not be doing anymore programming,1,1,0
Vietcombank,really bad ui and ux,1,1,0
Vietcombank,can't login no password field,1,1,0
Vietcombank,invalid username and password but where can password be entered the most stupid app i ever seen,1,1,0
Vietcombank,please make version of english,4,1,1
Vietcombank,terrible interface,1,1,0
Vietcombank,to avoid black screen bug uninstall the older version first donot use update function it ll work like a charm,3,1,0
Vietcombank,black screen displays ever my device is running android version,1,1,0
Vietcombank,very good app that help me to check my account and transfer money in a second love it,5,1,1
Vietcombank,monthly mobile banking fee monthly sms banking fee transaction fee different login credentials to internet banking website,1,1,0
Vietcombank,waiting for next upgrade,1,1,0
Vietcombank,good smart app,5,1,1
Vietcombank,why the hell this app requires maps to start up,1,1,0
Vietcombank,the app is too slow and lag i must say that the ux design is terrible for a national bank this big and i have to pay vnd month for this piece of unprofessional app please make used of our money deposited in your bank more wisely,2,1,0
Vietcombank,dont know how to log in there is no instrucion for log in step user interface is too complicated transition is very slow and lag,1,1,0
Vietcombank,please redesign the whole app it's not usable,1,1,0
Vietcombank,please check official app from vietcombank maybe your money disappear by faked app,1,1,0
Vietcombank,app so bad for big the bank as vcb i did registration successfully but not login always talking with me unregistration and then contact with bank,1,1,0
Vietcombank,it has error when installing this app is stupid,1,1,0
Vietcombank,so so bad from appearance to performance,1,1,0
Vietcombank,this is the worst app i've ever known,1,1,0
Vietcombank,hard to use crash usually the fee too high,1,1,0
Vietcombank,phan mem ko the te hon,1,1,0
Vietcombank,slowing and lagging out dated interface,1,1,0
Vietcombank,rat te bi tru tien chong mat luon,1,1,0
Vietcombank,too slow cannot download the app,1,1,0
Vietcombank,can't even use the app i could log in on the website but the app,1,1,0
