Bank,review_text,review_score,english
Techcombank Mobile,It dont let me log in to it...,2,1
Techcombank Mobile,F@stmobile not working and this neither,1,1
Techcombank Mobile,Really nice app,5,1
Techcombank Mobile,"Update review, the app looks nicer now, still a bit slow when open",4,1
Techcombank Mobile,The worst apps I have ever used,1,1
Techcombank Mobile,I couldn't just log in. Difficult to use. I wish I could give half of star,1,1
Techcombank Mobile,"I don't want to use Fastmobile anymore, please let me use the new app",1,1
Techcombank Mobile,Very bad app compare to old ver,1,1
Techcombank Mobile,Not able to transfer money to my own stock account.,1,1
Techcombank Mobile,Much more convenient and smooth,5,1
Techcombank Mobile,New app is really bad,1,1
Techcombank Mobile,Very slow and many bugs,1,1
Techcombank Mobile,"When transfer money it may select partment for each step , cannot select , it is ugly",1,1
Techcombank Mobile,Terrible app. Cannot login.,1,1
Techcombank Mobile,Always has error when I need to use.what is issue 9999?,1,1
Techcombank Mobile,Bank app have the worst UI I've ever seen,1,1
Techcombank Mobile,"New app is really nice, QR code is very convenience",5,1
Techcombank Mobile,"Ít's terriable, I can't be satisfy with this app",1,1
Techcombank Mobile,Transfer to new app is wrong. Worse app ever,1,1
Techcombank Mobile,"The Ui is suck, give me the old one back",1,1
Techcombank Mobile,Not good for me,1,1
Techcombank Mobile,"If old app aint broke, dont change it",1,1
Techcombank Mobile,It's better now.,5,1
Techcombank Mobile,I can't use it with my phone No. Cuz now I am in another country and my registered phone No. Can't be used anymore🙄 so how can I take my code now???😥,1,1
Techcombank Mobile,You need an invitation to use this app. Ridiculous.,1,1
Techcombank Mobile,Please add currency conversion from usd to vnd,4,1
Techcombank Mobile,Need more update,3,1
Techcombank Mobile,leading banking service on market,5,1
Techcombank Mobile,"Great UX, very convenient",5,1
Techcombank Mobile,Not a great app!,2,1
Techcombank Mobile,CONFIDENTIALITY IS NOT SAFE ENOUGH,3,1
Techcombank Mobile,Cant find credit card ?,1,1
Techcombank Mobile,"Lagg, slow, can not transfer",1,1
Techcombank Mobile,I need to use my account but the app can't work now,1,1
Techcombank Mobile,So hard to tranfer the money. Always errors,1,1
Techcombank Mobile,Worst app ever Can't even log in properly,1,1
Techcombank Mobile,Super crash and unuseful,1,1
Techcombank Mobile,Too many issues,2,1
Techcombank Mobile,"Cant creat an account, fail at OTP step",1,1
Techcombank Mobile,I'm afraid the previous app is much better than this one.,1,1
Techcombank Mobile,Historical transaction shows right at main page.,1,1
Techcombank Mobile,Always error password @@,1,1
Techcombank Mobile,I use Vpbank intead of TCB when It updated new app after. So terrible for trading,1,1
Techcombank Mobile,Device not supported,1,1
Techcombank Mobile,"Can not open online acc, dont know reason",1,1
Techcombank Mobile,Cant work on androids 12,1,1
Techcombank Mobile,Friendly and edge user experiens,5,1
Techcombank Mobile,Can not do my transaction,1,1
Techcombank Mobile,A waste of time!,1,1
Techcombank Mobile,Good bye tcb,1,1
Techcombank Mobile,Worst UI ever,1,1
Techcombank Mobile,Such a bab app.,1,1
Techcombank Mobile,Very and very stupid app,1,1
Techcombank Mobile,That such. Less extension than old,1,1
Techcombank Mobile,Can not sign in,1,1
Techcombank Mobile,Bad money transfer experience,1,1
Techcombank Mobile,Pls use gps photo,1,1
Techcombank Mobile,I loved it!,5,1
Techcombank Mobile,Terrible!! So bad!!,1,1
Techcombank Mobile,Worst app ever,1,1
Techcombank Mobile,can not login?,1,1
Techcombank Mobile,So bad. I want to come back,1,1
Techcombank Mobile,you guys are wasting my time and money,1,1
Techcombank Mobile,Super slow,2,1
Techcombank Mobile,Great apps,5,1
Techcombank Mobile,Great service!,5,1
Techcombank Mobile,Great service,5,1
Techcombank Mobile,Good application,5,1
Techcombank Mobile,OTP sucks,1,1
Techcombank Mobile,Good app,5,1
Techcombank Mobile,good app,5,1
Techcombank Mobile,Horrible interface,2,1
Techcombank Mobile,great app,5,1
Vietcombank,"Running background, 1-2 crashing notices per day; 100% crash as completing transfers, can not see any successful notice or receipt.",1,1
Vietcombank,"You actually have to register and pay a fee to access your own account. There's a fee for every single thing you do, even basic stuffs that pretty much any other bank would give you for free. No wonder Vietcombank was voted as the Worst Bank in South East Asia for 10 consecutive years",1,1
Vietcombank,"I have changed my password for the first time on website but this app still requires me to reset it again. I can't login, either. Worst app I have ever used.",1,1
Vietcombank,"Stuck not able to login after 2 sms otp transfer to enable smartotp. Must clear data to login from beginning, means never able to get smartotp work. Very very smart",1,1
Vietcombank,"QR money withdraw cause atm device failure. Need to improve UI. Seriously if it can't be used or haven't tested func yet, don't let it out on your public app. Either vcb doesn't care or there is no tester.",1,1
Vietcombank,"After updating, the application doesn't work anymore, it's freezing in the splash screen.",4,1
Vietcombank,"Terrible, I couldn't do a transaction. It crashed It took out money immediately, juat right after I got some in an account.",1,1
Vietcombank,Friendly app with green color. It's so easy to use and it does not occupy much space in your device. Keeping supporting and using VCB app 👍👍👍,5,1
Vietcombank,Cannot login by finger print by Samsung galaxy Note9 even if I can login my phone and other apps by setting finger print. Please help to fix it.,3,1
Vietcombank,With every update it gets more confusing to see and use. It was clearer and more simple before the update.,2,1
Vietcombank,Easy to use and got all the services I need. Just finding it annoying that it asks if I want to upgrade every single time there's an update.,5,1
Vietcombank,"This is terrible app i spend a lot of time to access. When I fill in user and password it didn't work, although I has created my account already at the bank. Services so many different name may be some people they feel confuse.",1,1
Vietcombank,"It doesn't work now. So terrible, please fix it. There are some problems with Android system???",1,1
Vietcombank,"Can't activate fingerprint, app freezed and crashed. I I (and some others below) is using Samsung Galaxy Note 9 havin the same issue.",1,1
Vietcombank,"Bill has covid-19 propaganda inserted to the top of page. Please move it else where less important, I cannot see content brief in email notification.",1,1
Vietcombank,"Keep asking me re-tap the password cause i was wrong, made me so confusing. Turn out the app was not updated. So inconvenience... Grrrr",1,1
Vietcombank,"I have very bad day today with the apps. Cannot do any transaction, even I downloaded the newest version.",1,1
Vietcombank,"I have tried to register my Vietcombank account in this app but it won't work for some reason, I'd take both photos of my CMND and CCCD (12 numbers) but it always keep saying ""Thông tin không hợp lệ"" or ""Định dạng ngày sinh không đúng"", Please fix your camera recognition AI or customers like me won't be pleased, Thank you",1,1
Vietcombank,I haven't got notification since updating for VCB digital version. It is extreme inconvenient for users,3,1
Vietcombank,Crashed all the time! It crashed in my every transaction on this app. Absolutely frustrating!,1,1
Vietcombank,Too many promotional useless notifications: i'm getting mad of them. The UI is not friendly as well.,3,1
Vietcombank,App crashes all the time since the Digibank tramsformation. No notification of incoming fund. I prefer to give 0 star.,1,1
Vietcombank,Good app but I need the balance on Vnpay scan to be hiden like in the main screen if balance hide is enabled. Thank you.,3,1
Vietcombank,"I registered mobile banking on app, after then the app showed a pop up without any content. I didnt know reason i registered account fail.",1,1
Vietcombank,"This app is very terrible, it always logs me out after I entered password. Always saying that Vietcombank keeps stopping. Funny. 0 star.",1,1
Vietcombank,"Auto block internetbanking service while taking the service fee, hotline never work, transaction not working too. Worst app ever.",1,1
Vietcombank,Bad UI. This app is unusable with horizontal screen since auto rotation is not supported,1,1
Vietcombank,This app always close suddendly every time I perform the transaction. Too bad. Return me previous version.,2,1
Vietcombank,"After updated to digibank, app doesn't push notification to notice bar; it is a simple function in android app and i wonder what the dev and tester was thinking",2,1
Vietcombank,"Bad app, bad services, best IT ever. All of things you can do just use clone to vote 5 star? Very nice.",1,1
Vietcombank,"crash when try to add new ID to my favorite ""java.lang.nullpointerexception attempt to invoke interface method java.util.List.iterator() on a null object reference""",1,1
Vietcombank,"Trash app. Always stealing my focus when auto logout in background, without any permission.",1,1
Vietcombank,"App is always crash after my phone Nokia 3 2 upgrade to Android 10, could you please check this issue?",3,1
Vietcombank,"Everything is ok, but the app should notify new update when I open it, instead of notifying after logging :).",4,1
Vietcombank,Cannot get GPS location even turn on and grant permission. Othes app can do. Mobile device Redme notes 8 pro,1,1
Vietcombank,"Updated the newest version on Sep 25, 2019. Application is totally crash.",1,1
Vietcombank,"Good app, easy to use, convenient for user and many functions.",5,1
Vietcombank,Demo images on CHplay is not correct. Cannot save frequently used bank accounts in contact list,3,1
Vietcombank,The new version is so terrible that I cannot even log in my account! Please fix the error,1,1
Vietcombank,"Other functuon is ok. But the notification of this bank app is bad. Other people who accident have my phone, can open this app and click to notification symbol to check my transaction without my acc password or my permission. Please fix this bug as soon as possible",3,1
Vietcombank,Notification doesn't show up since updated to digibank. Please fix,1,1
Vietcombank,"Convenient, easy to use. Good app with multiple functions :)",5,1
Vietcombank,Crash when log in on mobile ( using xiaomi). Can not contact to the service phone for supporting,1,1
Vietcombank,"Good app. Many functions, easy to use, convenient for the user.",5,1
Vietcombank,"I can't access this app more than a month, some technical problems are happening",1,1
Vietcombank,Vietcombank is the bank of all kinds of fees. I had to pay a lot of service fees even though the quality was bad.,1,1
Vietcombank,very busy all over the place. no basic transaction ledger.,3,1
Vietcombank,"It's not send me OTP code, I even login to another device but it's not working!",1,1
Vietcombank,Cannot receive any notification after updated to tha latest version (vcbdigibank),1,1
Vietcombank,It would be even better if it's applicable with screen rotation.,4,1
Vietcombank,"Could you replace the finger tip icon, at Sign in display, from the right to the left, or to the center bar under Sign in button?",4,1
Vietcombank,Great experience with services offered by the bank. Helpful bankers as well as timely support.,5,1
Vietcombank,"Easy to access with fingerprints, also with good extend to buy movie tickets",5,1
Vietcombank,"Errors, error on everything and everytime after become Digibank. Can't use",1,1
Vietcombank,"App never notifies me about any transaction, despite all settings correctly.",1,1
Vietcombank,Can not use fingerprint to transfer money when language is eng. Please fix this,1,1
Vietcombank,This app is so bad that it asked me to reset the password even when I did it already!,1,1
Vietcombank,"It can't work again after I clear my phone cache, meanwhile other bank software can do it.",1,1
Vietcombank,An advice to anyone who is using Vietcom Bank or intended to use any services provided by this bank: Runnnnn!!!! Transaction fees are much more expensive than other banks. Often fail to perform a transaction.,1,1
Vietcombank,I'am very disappointed in VCB's service. They are terrible. I wish I had never used Vietcombank. Please consider before you intend to open VCB account.,1,1
Vietcombank,"After updating to the new version, I couldn't receive any notifications of my account.",1,1
Vietcombank,"Suggest to use notification via app instead of SMS, but finally Cant read notification at all.",1,1
Vietcombank,i cannot login regardless correct password. pls fix the frustrated issue asap,1,1
Vietcombank,"Sometime app get bug but dev can not fix, they ask me to uninstall then install again :(",2,1
Vietcombank,it is always close automatically after sign in by finger print,2,1
Vietcombank,good. transfer list is not syn. with login web site,5,1
Vietcombank,I still open the app this afternoon. It has been crash when open app on xiaomi from tonight,1,1
Vietcombank,Excellent interface. It works really well. Highly recommended,5,1
Vietcombank,"App stopped working, cannot check bank account, useless",1,1
Vietcombank,"App is really crash, cannot register due to system error",1,1
Vietcombank,"System busy, system busy, system busy all the time.",1,1
Vietcombank,finger print login is not working anymore since updated,3,1
Vietcombank,"Do not use Vietcombank, try Techcom or VPbank. Apps lacks function, too many spam notifications, frequent password resets, does customer info get leaked that often or has the bank been hacked?",1,1
Vietcombank,I can not get notification. I activated everything already but still not working,1,1
Vietcombank,Crashing when I tried to log in by using fingerprint.,1,1
Vietcombank,Easy to use and very reliable app!,5,1
Vietcombank,"Trash app, learn from Techcombank pls. All I can receive is ""system busy"".",1,1
Vietcombank,"Excellent, so beautiful and useful. Good job!",5,1
Vietcombank,I can not use Smart OTP on Blackberry key 2,1,1
Vietcombank,Không mở được ứng dụng do bị crash. Lỗi do không add font và assets folder. java.lang.RuntimeException: Unable to start activity ComponentInfo{com.VCB/com.VCB.activities.home.SplashActivity}: java.lang.RuntimeException: Font asset not found fonts/Roboto.ttf,1,1
Vietcombank,"Good, but sometimes it doesn't recognize fingerprints",4,1
Vietcombank,"App is not working, it's freezing in spash screen",1,1
Vietcombank,Crashed after Samsung upgraded to android 10,1,1
Vietcombank,It is good to search World wide with unlimited country,5,1
Vietcombank,Unable to setting login with fingerprint,1,1
Vietcombank,I updated lastest app this app is always force close on oppo mirorr 5.1.1 please fix it,1,1
Vietcombank,"The newest version, cannot use fingerprint",3,1
Vietcombank,"It's not working, only saying 'System busy'.",1,1
Vietcombank,3 days and force closed issue still haven't been fixed,1,1
Vietcombank,"Many FC, no notification since the latest update",1,1
Vietcombank,"I don't want to irrelevant information in my transaction email. I will donate to covid fund when I feel like it and when the government is honest and transparent about what they do with the money. Otherwise, I don't want to see it in my email.",1,1
Vietcombank,"After updating new function OTT notification, it made a big fail. Only see ""a new notification"" lol",1,1
Vietcombank,Improve function store info,3,1
Vietcombank,Terrible app.. i only use it once and then i cant access to this app anymore🙄 🤔? Pls fix this thank you,1,1
Vietcombank,App is auto crashed after using fingerprint,1,1
Vietcombank,"Too much fee, every thing need fee but bad service",1,1
Vietcombank,Transaction Report not working and app crashing,1,1
Vietcombank,Informative and easy to use,5,1
Vietcombank,"app crash, app notification failed, pls check asap",1,1
Vietcombank,I can't open this app. Its showing system busy😒,1,1
Vietcombank,"Not notice to user the change transaction, Should notice notification as previous version",1,1
Vietcombank,beeds to show all your transactions but it never does.,3,1
Vietcombank,It doesnt work now. Dont know why because previously it worked well.,1,1
Vietcombank,This app doen not fix for fingerprints of Note 10+,2,1
Vietcombank,This app keeps turning off when opening it,1,1
Vietcombank,Perfect! It is very convenient application.,5,1
Vietcombank,"still stupid app, after sync VCB Pay, all current contacst gone away",1,1
Vietcombank,"Friendly app, convenient for all banking transactions Always support VCB no matter what",5,1
Vietcombank,can't use fingerprint on Samsung Note 9 Android 9,1,1
Vietcombank,A better app with refactored UI and functionings.,4,1
Vietcombank,Transaction cannot be made because I cant receive any SMS verification code,1,1
Vietcombank,How can I even use the app when it doesn't even accept my properly captured ID card?,1,1
Vietcombank,Why is the service under maintenance?? I cannot transfer for two days now.,1,1
Vietcombank,"So bad for layout, user experience.",1,1
Vietcombank,The updated version is very slow,2,1
Vietcombank,Update version isn't notify change account balance,1,1
Vietcombank,App is crashed after updating,1,1
Vietcombank,App stops operating after update.,1,1
Vietcombank,terrible and month fee is too high,1,1
Vietcombank,"Look, your service quality is low and intransparent. See through the fact that VCB does not deserve as one of the largest banks in Vietnam. Please do improve!",1,1
Vietcombank,"Cannot open the app, terrible app. What happened?",2,1
Vietcombank,"Same problems as everyone else, please fix it",1,1
Vietcombank,The stupid vcbpay app make me crazy. Cannot send money. The Worse app ever,2,1
Vietcombank,"Stable, good and easy to use",5,1
Vietcombank,App is crashed after update,2,1
Vietcombank,App crash all the time,1,1
Vietcombank,"This app is easy to use, fast and convenient",5,1
Vietcombank,The new VCB Digibank app crashes everytime when the transactions finish.,3,1
Vietcombank,System is unavailable all time,1,1
Vietcombank,I can't transfers my money to the orthers banks because i am not received OTP code. Let you fix it as soon as possible,1,1
Vietcombank,"Don't receive any OTP code for any transaction, while it's still normal from 30.03 Pls fix asap",2,1
Vietcombank,System always busy :(,1,1
Vietcombank,Unusable because of crashing,1,1
Vietcombank,So bad. I can not receive notification ...,1,1
Vietcombank,Very slowly app.,1,1
Vietcombank,Worst experience ever! Disrespect client at most! Shall never be back to VCB again in my entire life!,1,1
Vietcombank,Unable to login,1,1
Vietcombank,Stupid dev team. Bad and no-brainer design. Very terrible user experience,1,1
Vietcombank,Can't be higher. One of the worst bank app in Vietnam. Developer should be fired.,1,1
Vietcombank,"Worst program in the history of man kind, keep stopping unknow reason",1,1
Vietcombank,I cannot take code transaction from app to receive otp code,1,1
Vietcombank,Always crash and they dont fix,1,1
Vietcombank,Must-have app that will make your life more convenient,5,1
Vietcombank,Useful and easy to use,5,1
Vietcombank,I can't log in even though every month my account is substracted? Could you tell me the reasons please?,1,1
Vietcombank,need to be more use friendly..,3,1
Vietcombank,Unable to open the app.,1,1
Vietcombank,"This app can't use, can't login",1,1
Vietcombank,Good app with functionality,5,1
Vietcombank,App crashed many times,1,1
Vietcombank,excellent! the best bank app!,5,1
Vietcombank,App not working for days,2,1
Vietcombank,"Too many fees, and they're expensive as hell",1,1
Vietcombank,Can not create an account online,1,1
Vietcombank,sometimes too slow,3,1
Vietcombank,"App verry slow, and to much fee",1,1
Vietcombank,not easy to use,3,1
Vietcombank,Very poor UX. And no feedback from customers,1,1
Vietcombank,Ko hiện push notification,4,1
Vietcombank,"After migration from VCB Mobile Banking to VCB Digibank, no push notifications when balance changed.",1,1
Vietcombank,Very good and useful app!,5,1
Vietcombank,This is the worst app ever I've seen .Functions're awful .not helpful for users,1,1
Vietcombank,Great app for banking.,5,1
Vietcombank,"This is ok, better than the other app of another bank in Vietnam",5,1
Vietcombank,Application is unstable.,1,1
Vietcombank,i can't login with redmi k20pro. using Android 10,3,1
Vietcombank,Too bad experience. Not helpful for using . not recommend,1,1
Vietcombank,It's too late whenever received OTP,1,1
Vietcombank,Can I give minus star? Stupid app keep crashing,1,1
Vietcombank,"Second time report, cannot believe such a bank like VCB using app this bad 👎. terrible service !!",1,1
Vietcombank,Why always system busy,1,1
Vietcombank,"Bad app, high charged fee. Recommend TPbank",1,1
Vietcombank,"Too slow, not convinient",1,1
Vietcombank,"Lag, cant install on Google Play",1,1
Vietcombank,can't use fingerprint,1,1
Vietcombank,Great app. Highly recommended!,5,1
Vietcombank,Save icon not working.,1,1
Vietcombank,Amazing app for banking,5,1
Vietcombank,The app is fine but I just hate the bank.,1,1
Vietcombank,Im busy and you force me to update,1,1
Vietcombank,If it's zero star I should give this app. Lucky for them they force me to give at least 1 star.,1,1
Vietcombank,Service: bad. App: bad. I have no words to say,1,1
Vietcombank,Vietcombank is very good.,5,1
Vietcombank,Many free with bad service,1,1
Vietcombank,Updating to VCB digibank and the download seems to go on a freaking loop???,1,1
Vietcombank,Waiting otp message too long.......,3,1
Vietcombank,Can't setup fingerprint,1,1
Vietcombank,App crashed after login,1,1
Vietcombank,The best application for banking,5,1
Vietcombank,This app is unstable,1,1
Vietcombank,"Monthly fee is too high, please reduce VCB benefit to descrease bakn fee",1,1
Vietcombank,The biggest bank of vietnam and the biggest .... app.,1,1
Vietcombank,Bad security and experience,1,1
Vietcombank,Error a/c number not found,1,1
Vietcombank,"Have some mess, but useful.",4,1
Vietcombank,I did not received OTP message,1,1
Vietcombank,"To me is okay, no crash",5,1
Vietcombank,Always force closed,1,1
Vietcombank,Crash everytime I use,1,1
Vietcombank,Easy to use (in my opinion),5,1
Vietcombank,Good app mobile banking,5,1
Vietcombank,It's such terrible app. I uninstalled after the first using.,1,1
Vietcombank,Crash on launch,1,1
Vietcombank,"This bank so bad, not professional",1,1
Vietcombank,So far it works for my requirements,4,1
Vietcombank,One of the worse app in bank industry,1,1
Vietcombank,Should not use this bank. High fee with low service,1,1
Vietcombank,this is the worst app I've used.,1,1
Vietcombank,This app is very good.,5,1
Vietcombank,Stupid app & so many bug on it,1,1
Vietcombank,App crash redmo note 5,1,1
Vietcombank,Easy to use,5,1
Vietcombank,ATMs always have no money,1,1
Vietcombank,Crash while using vnpay,3,1
Vietcombank,Can not transfer by card number,1,1
Vietcombank,"Good 👍, high security",3,1
Vietcombank,Very Good Apps,5,1
Vietcombank,Bad experience. Never trust this bank again.,1,1
Vietcombank,Very good app,4,1
Vietcombank,Crash on xiaomi device,1,1
Vietcombank,Very good app,5,1
Vietcombank,I can't reload my money,1,1
Vietcombank,Don't use this bank or else you will lose your money,2,1
Vietcombank,The UI is bad,3,1
Vietcombank,Too bad service.,1,1
Vietcombank,It is not safe app,1,1
Vietcombank,Good very good..Thankfuly,5,1
Vietcombank,Crash so much,1,1
Vietcombank,Not really good,3,1
Vietcombank,this app so such. Encourage criminal,1,1
Vietcombank,Cancer app as their brand,1,1
Vietcombank,Craft when open,1,1
Vietcombank,Stupid app with stupid UI/UX,1,1
Vietcombank,Can not open it.,1,1
Vietcombank,Works for now.,4,1
Vietcombank,the worse bank in Vietnam,1,1
Vietcombank,I will never use it,1,1
Vietcombank,It's great.,4,1
Vietcombank,I am really disappointed with your company,1,1
Vietcombank,It's so good,5,1
Vietcombank,Out when open,1,1
Vietcombank,New App is so bad,2,1
Vietcombank,The bank bad,1,1
Vietcombank,Vietcombank number one,4,1
Vietcombank,Great,5,1
Vietcombank,App lol,1,1
Vietcombank,Good experience.,5,1
Vietcombank,Good apps.,5,1
Vietcombank,Good service,5,1
Vietcombank,Good app,5,1
Vietcombank,Good services,5,1
Vietcombank,So great!,5,1
Vietcombank,Good app!,5,1
Vietcombank,Good app.,5,1
Vietcombank,Very bad,1,1
Vietcombank,Very professional bank app,5,1
Vietcombank,Technology is good,5,1
Vietcombank,Anyone can view the Balance without login to the Account. This is a terrible function.,1,1
Vietcombank,Great app!,5,1
Vietcombank,trash app,1,1
Vietcombank,Good application,5,1
Vietcombank,Crash,1,1
Vietcombank,Trash,1,1
Vietcombank,Perfect,5,1
Vietcombank,Good app,4,1
Vietcombank,Slow motion?,4,1
Vietcombank,Not professional,1,1
Vietcombank,Bad app,1,1
Vietcombank,good app,5,1
Vietcombank,Both new features in version updated on 25 Nov 2020 DO NOT WORK/SHOW: Change phone number receiving SMS OTP feature; Edit the process of re-activate VCB Digibank on another device,2,1
Vietcombank,Thanks you,5,1
Vietcombank,The app is terrible after upgrading. Whenever typing password it will be closing. Why so?,1,1
Vietcombank,bad services,1,1
Vietcombank,Worse,1,1
Vietcombank,Good App.,5,1
Vietcombank,Good apps,5,1
Vietcombank,Great app,5,1
Vietcombank,Good experience,5,1
Vietcombank,Bad service,1,1
Vietcombank,Tot,5,1
Vietcombank,"Terrible experience, unacceptable quality for a professional banking app.",1,1
Vietcombank,Brilliant service!,5,1
Vietcombank,New version is OK,4,1
Vietcombank,Fingerprint doesn't work for me (Mi Mix 2S),2,1
Vietcombank,good app 👍,5,1
Vietcombank,Can't use fingerprints anymore,1,1
Vietcombank,good then,5,1
Vietcombank,good app,4,1
Vietcombank,crash,2,1
Vietcombank,"Update: it's ok right now, but need to improve the UX (compared to some other banks)",3,1
Vietcombank,refine the UI,3,1
Vietcombank,Normal,1,1
Vietcombank,Chan,1,1
Vietcombank,Very bad. I can't buy mobile card via app.,1,1
Vietcombank,Where's the ENGLISH language,1,1
Vietcombank,crashed when setup fingerprint on s9+,3,1
Vietcombank,"Crash all the time, can't connect to the sever. And password always saying that ""wrong password"".",1,1
Vietcombank,"Good app in general, quite convenient for me and still, no bug at all in Samsung Note 5 Update 03 May 2018: Crash due to update, cannot log in",1,1
Vietcombank,"New version in 2017 is a big enhancement from previous one, but still need some improvements on interface transition",4,1
Vietcombank,"Useless, can not just log in everytime.",1,1
Vietcombank,"Now i know why they gave u 1 star :) cant even open, godamnit",1,1
Vietcombank,Bad. Crash overtime,1,1
Vietcombank,i cant access. always be crashed,1,1
Vietcombank,crashed in samsung s8,1,1
Vietcombank,Crashing all the time,1,1
Vietcombank,I could not open the app today. What happened?,1,1
Vietcombank,Cannot open it,1,1
Vietcombank,"Great banking app. Very clean and simple user experience and useful functions including mobile top up, p2p and QR code payments. Fingerprint sign on!",5,1
Vietcombank,Good app !,5,1
Vietcombank,Unreliable. That is not acceptable for a banking app. Bad app.,2,1
Vietcombank,Please make this app better,1,1
Vietcombank,"The newest update on March 27 turned this app into a very versatile and useful banking app. I actually don't hate it, and it's very convenient.",5,1
Vietcombank,It's just easy and user-friendly,5,1
Vietcombank,Should approve fingerprint for rooted device,4,1
Vietcombank,Good interface update and translation!,4,1
Vietcombank,Crash on android 7.0,3,1
Vietcombank,"Bad quality, too slow, can not log in. Now they even force users to use this terrible app instead of website.",1,1
Vietcombank,This is the worst mobile banking app ive ever used. Very unstable.,1,1
Vietcombank,"I can't log in my account. Your app dun show password option to refill. And I can fill id only. Thats why I always got same notice ""incorrect id or password or you didnt sign up ib@nking"". It not work!",1,1
Vietcombank,The team that created this app should NOT be doing anymore programming.,1,1
Vietcombank,Really bad UI and UX,1,1
Vietcombank,Can't login. no password field,1,1
Vietcombank,Invalid username and password but where can password be entered? The most stupid app I ever seen.,1,1
Vietcombank,Please make version of English.,4,1
Vietcombank,Terrible interface,1,1
Vietcombank,"To avoid black screen bug, uninstall the older version first. Donot use update function. It ll work like a charm",3,1
Vietcombank,Black screen displays 4ever. My device is running 5.0.1 android version,1,1
Vietcombank,Very good app that help me to check my account and transfer money in a second. Love it,5,1
Vietcombank,Monthly Mobile banking fee -1* Monthly Sms banking fee -1* Transaction fee -1* Different login credentials to Internet banking website -1*,1,1
Vietcombank,Waiting for next upgrade.,1,1
Vietcombank,Good. Smart app,5,1
Vietcombank,Why the hell this app requires Maps to start up?,1,1
Vietcombank,"The App is too slow and lag. I must say that the Ux design is terrible for a national bank this big, and i have to pay 11.000 vnd/month for this piece of unprofessional app. Please make used of our money deposited in your bank more wisely.",2,1
Vietcombank,"Dont know how to log in, there is no instrucion for log in step. User interface is too complicated, transition is very slow and lag",1,1
Vietcombank,Please redesign the whole app. It's not usable.,1,1
Vietcombank,"Please check official app from vietcombank, maybe your money disappear by faked app.",1,1
Vietcombank,"App so bad, for big the bank as VCB I did registration successfully but not login always talking with me unregistration and then contact with bank.",1,1
Vietcombank,It has error 504 when installing. This app is stupid,1,1
Vietcombank,"So so bad, from appearance to performance!",1,1
Vietcombank,This is the worst app I've ever known,1,1
Vietcombank,Hard to use. Crash usually. The fee too high.,1,1
Vietcombank,Phan mem ko the te hon,1,1
Vietcombank,"Slowing and lagging, out dated interface",1,1
Vietcombank,"Rat te, bi tru tien chong mat luon.",1,1
Vietcombank,Too slow. Cannot download the app,1,1
Vietcombank,Can't even use the app. I could log in on the website but the app.,1,1
Vietcombank,Very good. Safe for my money,5,1
Vietcombank,Better use the internet banking instead,5,1
Vietcombank,Poor apps. Cant even describe all the sadness...,1,1
Vietcombank,Simple design and easy to use.,5,1
Vietcombank,Bad app. Don't install it.,1,1
Vietcombank,Keep crashing!,1,1
Vietcombank,Crash everytime!,1,1
Vietcombank,Crash on Optimus G,1,1
Vietcombank,Great!,5,1
Vietcombank,bad service,1,1
Vietcombank,Crash app,1,1
Vietcombank,faulty app,1,1
Vietcombank,Very irresponsible,1,1
Vietcombank,Nice App,4,1
Vietcombank,No place to enter password ???? Crazy,1,1
Vietcombank,Crash,3,1
Vietcombank,no thanks,3,1
Vietcombank,1* rated,1,1
Vietcombank,Thanks,3,1
TPBank Mobile,"I cannot change the etoken+ service, it keeps saying that something is error.",1,1
TPBank Mobile,I can not active etoken after reinstall. Stucked at that. Terrible issue.,1,1
TPBank Mobile,"Why the etoken doesnt match, it is on the same app! Bad app and time consuming.",1,1
TPBank Mobile,Bad UI/UX. Log in with fingersprint do not work. Have to reopen app then use fingersprint to login again,3,1
TPBank Mobile,I can't active etoken. When i click active sys not response. Please check app.,1,1
TPBank Mobile,"You must improve the customer experience because there are some bad problems recently, while it used to be great in the past.",3,1
TPBank Mobile,Please disable vibration when tapping item on screen. It's so strong and anoying.,1,1
TPBank Mobile,"New ebank X version, super fast and smooth when doing money transaction. The UX and Ui is better",5,1
TPBank Mobile,"Hard to use compared to old version, now cannot change the Saving info",3,1
TPBank Mobile,I use Galaxy s10+ and i enable login by fingerprint but it doesn't work.,3,1
TPBank Mobile,"Transaction too long and error from 27.4 11 pm till 11:45pm. Thanks to that, i lost my chance shopping. Really thank you.",1,1
TPBank Mobile,"After activate etoken+ App instant crash, when open again it still crash immediately",2,1
TPBank Mobile,Crash when use fingerprint. 100% in new version,1,1
TPBank Mobile,"Loading time for transaction is quite long, however the app is quite good.",4,1
TPBank Mobile,If I could get a cent everytime this app freezed I could purchase entire bank and throw it into the ocean.,1,1
TPBank Mobile,"The ""use fingerprint for small transactions"" got reset every time I close the application",3,1
TPBank Mobile,Update new version and can't log in anymore. This app is really bad,1,1
TPBank Mobile,"I using the latest version on Samsung A51, and I cannot log in with fingerprint.",4,1
TPBank Mobile,"after enable faceID on Google Pixel 4 XL, I still can't use faceID, plz fix this",2,1
TPBank Mobile,It's better to make fingerprint recognition appear right after opening the app. Now it takes one more redundant 😆 click to log in. 5-April-2020,5,1
TPBank Mobile,"What a great app, simple yet amazing.I love the user interface",5,1
